> Xb(Km)	Wb(m)	time(Ma)	 para E.T.=15000
94.3	113.9	0
83.6	127.6	0.5
74.2	136.9	0.5 #ojo, estan desplazados .5 Ma desde aqui
68.9	147.2	1
66.2	155.4	1.5
62.2	161.8	2
58.2	170.5	3
54.2	175.7	4
52.8	178.9	5
48.8	182.9	7
46.2	185.3	9
42.1	187.6	12
40.8	189.4	15
38.1	190.8	20
35.5	191.5	25
34.1	192.1	30
