> Xb(Km)	Wb(m)	time(Ma)		para E.T.=10000
68.9	114.2	0
60.9	127.4	.5
55.5	137.4	.5 #ojo, estan desplazados .5 Ma desde aqui
51.5	147.6	1
48.8	155.5	1.5
46.2	161.7	2
44.8	166.3	2.5
43.5	169.9	3
42.1	172.8	3.5
40.8	175.2	4
39.5	177.2	4.5
38.1	178.7	5
36.8	181.2	6
35.5	183.0	7
34.1	184.2	8	
34.1	185.5	9
32.8	186.4	10
31.4	187.8	12
30.1	188.7	14
28.8	189.8	17
27.4	190.4	20
24.7	191.7	30
