#t/tau, Te, wavelength, C_tAo, C_theor 
20	35e3	200e3	0.848848 	0.843506
25	35e3	200e3	0.903072 	0.899275
30	35e3	200e3	0.937631 	0.93517
40	35e3	200e3	0.973819 	0.973143
45	35e3	200e3	0.983011 	0.982714
50	35e3	200e3	0.989062 	0.988874
0	40e3	200e3	0.0731906 	0.0608051
.5	40e3	200e3	0.102164 	0.0889293
1	40e3	200e3	0.129974 	0.116211
2	40e3	200e3	0.182453 	0.168349
5	40e3	200e3	0.318362 	0.307022
7	40e3	200e3	0.395276 	0.386373
10	40e3	200e3	0.494997 	0.488692
14	40e3	200e3	0.604259 	0.599084
20	40e3	200e3	0.726786 	0.721638
25	40e3	200e3	0.799628 	0.794613
30	40e3	200e3	0.852921 	0.848457
40	40e3	200e3	0.920293 	0.917498
45	40e3	200e3	0.941122 	0.939127
50	40e3	200e3	0.956365 	0.955085
0	45e3	200e3	0.0510822 	0.0434925
.5	45e3	200e3	0.0723761 	0.0640685
1	45e3	200e3	0.0934373 	0.0842018
2	45e3	200e3	0.133814 	0.123178
5	45e3	200e3	0.241331 	0.230435
7	45e3	200e3	0.3037 	0.294547
10	45e3	200e3	0.387014 	0.38084
14	45e3	200e3	0.483593 	0.479707
20	45e3	200e3	0.602397 	0.59921
25	45e3	200e3	0.681173 	0.677541
30	45e3	200e3	0.744706 	0.740563
40	45e3	200e3	0.836281 	0.832063
45	45e3	200e3	0.868746 	0.864885
50	45e3	200e3	0.894578 	0.891292
0	50e3	200e3	0.0366535 	0.0320842
.5	50e3	200e3	0.0522458 	0.0474877
1	50e3	200e3	0.0679544 	0.0626461
2	50e3	200e3	0.0992553 	0.0922431
5	50e3	200e3	0.185362 	0.175544
7	50e3	200e3	0.236211 	0.226786
10	50e3	200e3	0.30498 	0.297741
14	50e3	200e3	0.386549 	0.382323
20	50e3	200e3	0.492437 	0.490484
25	50e3	200e3	0.567722 	0.566002
30	50e3	200e3	0.632534 	0.630327
40	50e3	200e3	0.735164 	0.731788
45	50e3	200e3	0.775308 	0.771541
50	50e3	200e3	0.809402 	0.805402
