#Time: 0.00Ma	 	#Time: 0.00Ma	#Time: 0.00Ma
> x(Km)	-w(m)	h(m)	# -w(m)	h(m)	# -w(m)	h(m)
 69.80	 -0.00	 0.0	 -0.00	 0.0	 341.64	 341.6
 70.00	 -0.00	 0.0	 -0.00	 0.0	 341.58	 341.6
 70.20	 -0.00	 0.0	 -0.00	 0.0	 341.50	 341.5
 70.40	 -0.00	 0.0	 -0.00	 0.0	 341.38	 341.4
 70.60	 -0.00	 0.0	 -0.00	 0.0	 341.23	 341.2
 70.80	 -0.00	 0.0	 -0.00	 0.0	 341.06	 341.1
 71.00	 -0.00	 0.0	 -0.00	 0.0	 340.85	 340.9
 71.20	 -0.00	 0.0	 -0.00	 0.0	 340.62	 340.6
 71.40	 -0.00	 0.0	 -0.00	 0.0	 340.36	 340.4
 71.60	 -0.00	 0.0	 -0.00	 0.0	 340.07	 340.1
 71.80	 -0.00	 0.0	 -0.00	 0.0	 339.75	 339.7
 72.00	 -0.00	 0.0	 -0.00	 0.0	 339.41	 339.4
 72.20	 -0.00	 0.0	 -0.00	 0.0	 339.03	 339.0
 72.40	 -0.00	 0.0	 -0.00	 0.0	 338.64	 338.6
 72.60	 -0.00	 0.0	 -0.00	 0.0	 338.22	 338.2
 72.80	 -0.00	 0.0	 -0.00	 0.0	 337.77	 337.8
 73.00	 -0.00	 0.0	 -0.00	 0.0	 337.29	 337.3
 73.20	 -0.00	 0.0	 -0.00	 0.0	 336.80	 336.8
 73.40	 -0.00	 0.0	 -0.00	 0.0	 336.27	 336.3
 73.60	 -0.00	 0.0	 -0.00	 0.0	 335.73	 335.7
 73.80	 -0.00	 0.0	 -0.00	 0.0	 335.16	 335.2
 74.00	 -0.00	 0.0	 -0.00	 0.0	 334.57	 334.6
 74.20	 -0.00	 0.0	 -0.00	 0.0	 333.95	 333.9
 74.40	 -0.00	 0.0	 -0.00	 0.0	 333.31	 333.3
 74.60	 -0.00	 0.0	 -0.00	 0.0	 332.65	 332.7
 74.80	 -0.00	 0.0	 -0.00	 0.0	 331.97	 332.0
 75.00	 -0.00	 0.0	 -0.00	 0.0	 331.27	 331.3
 75.20	 -0.00	 0.0	 -0.00	 0.0	 330.54	 330.5
 75.40	 -0.00	 0.0	 -0.00	 0.0	 329.80	 329.8
 75.60	 -0.00	 0.0	 -0.00	 0.0	 329.03	 329.0
 75.80	 -0.00	 0.0	 -0.00	 0.0	 328.25	 328.2
 76.00	 -0.00	 0.0	 -0.00	 0.0	 327.44	 327.4
 76.20	 -0.00	 0.0	 -0.00	 0.0	 326.62	 326.6
 76.40	 -0.00	 0.0	 -0.00	 0.0	 325.78	 325.8
 76.60	 -0.00	 0.0	 -0.00	 0.0	 324.91	 324.9
 76.80	 -0.00	 0.0	 -0.00	 0.0	 324.04	 324.0
 77.00	 -0.00	 0.0	 -0.00	 0.0	 323.14	 323.1
 77.20	 -0.00	 0.0	 -0.00	 0.0	 322.22	 322.2
 77.40	 -0.00	 0.0	 -0.00	 0.0	 321.29	 321.3
 77.60	 -0.00	 0.0	 -0.00	 0.0	 320.34	 320.3
 77.80	 -0.00	 0.0	 -0.00	 0.0	 319.37	 319.4
 78.00	 -0.00	 0.0	 -0.00	 0.0	 318.39	 318.4
 78.20	 -0.00	 0.0	 -0.00	 0.0	 317.39	 317.4
 78.40	 -0.00	 0.0	 -0.00	 0.0	 316.38	 316.4
 78.60	 -0.00	 0.0	 -0.00	 0.0	 315.35	 315.3
 78.80	 -0.00	 0.0	 -0.00	 0.0	 314.30	 314.3
 79.00	 -0.00	 0.0	 -0.00	 0.0	 313.24	 313.2
 79.20	 -0.00	 0.0	 -0.00	 0.0	 312.17	 312.2
 79.40	 -0.00	 0.0	 -0.00	 0.0	 311.08	 311.1
 79.60	 -0.00	 0.0	 -0.00	 0.0	 309.98	 310.0
 79.80	 -0.00	 0.0	 -0.00	 0.0	 308.86	 308.9
 80.00	 -0.00	 0.0	 -0.00	 0.0	 307.73	 307.7
 80.20	 -0.00	 0.0	 -0.00	 0.0	 306.59	 306.6
 80.40	 -0.00	 0.0	 -0.00	 0.0	 305.44	 305.4
 80.60	 -0.00	 0.0	 -0.00	 0.0	 304.27	 304.3
 80.80	 -0.00	 0.0	 -0.00	 0.0	 303.09	 303.1
 81.00	 -0.00	 0.0	 -0.00	 0.0	 301.90	 301.9
 81.20	 -0.00	 0.0	 -0.00	 0.0	 300.69	 300.7
 81.40	 -0.00	 0.0	 -0.00	 0.0	 299.48	 299.5
 81.60	 -0.00	 0.0	 -0.00	 0.0	 298.25	 298.3
 81.80	 -0.00	 0.0	 -0.00	 0.0	 297.02	 297.0
 82.00	 -0.00	 0.0	 -0.00	 0.0	 295.77	 295.8
 82.20	 -0.00	 0.0	 -0.00	 0.0	 294.51	 294.5
 82.40	 -0.00	 0.0	 -0.00	 0.0	 293.24	 293.2
 82.60	 -0.00	 0.0	 -0.00	 0.0	 291.96	 292.0
 82.80	 -0.00	 0.0	 -0.00	 0.0	 290.68	 290.7
 83.00	 -0.00	 0.0	 -0.00	 0.0	 289.38	 289.4
 83.20	 -0.00	 0.0	 -0.00	 0.0	 288.07	 288.1
 83.40	 -0.00	 0.0	 -0.00	 0.0	 286.76	 286.8
 83.60	 -0.00	 0.0	 -0.00	 0.0	 285.44	 285.4
 83.80	 -0.00	 0.0	 -0.00	 0.0	 284.10	 284.1
 84.00	 -0.00	 0.0	 -0.00	 0.0	 282.76	 282.8
 84.20	 -0.00	 0.0	 -0.00	 0.0	 281.42	 281.4
 84.40	 -0.00	 0.0	 -0.00	 0.0	 280.06	 280.1
 84.60	 -0.00	 0.0	 -0.00	 0.0	 278.70	 278.7
 84.80	 -0.00	 0.0	 -0.00	 0.0	 277.33	 277.3
 85.00	 -0.00	 0.0	 -0.00	 0.0	 275.95	 275.9
 85.20	 -0.00	 0.0	 -0.00	 0.0	 274.56	 274.6
 85.40	 -0.00	 0.0	 -0.00	 0.0	 273.17	 273.2
 85.60	 -0.00	 0.0	 -0.00	 0.0	 271.78	 271.8
 85.80	 -0.00	 0.0	 -0.00	 0.0	 270.37	 270.4
 86.00	 -0.00	 0.0	 -0.00	 0.0	 268.96	 269.0
 86.20	 -0.00	 0.0	 -0.00	 0.0	 267.55	 267.5
 86.40	 -0.00	 0.0	 -0.00	 0.0	 266.13	 266.1
 86.60	 -0.00	 0.0	 -0.00	 0.0	 264.70	 264.7
 86.80	 -0.00	 0.0	 -0.00	 0.0	 263.27	 263.3
 87.00	 -0.00	 0.0	 -0.00	 0.0	 261.84	 261.8
 87.20	 -0.00	 0.0	 -0.00	 0.0	 260.40	 260.4
 87.40	 -0.00	 0.0	 -0.00	 0.0	 258.95	 259.0
 87.60	 -0.00	 0.0	 -0.00	 0.0	 257.50	 257.5
 87.80	 -0.00	 0.0	 -0.00	 0.0	 256.05	 256.0
 88.00	 -0.00	 0.0	 -0.00	 0.0	 254.59	 254.6
 88.20	 -0.00	 0.0	 -0.00	 0.0	 253.13	 253.1
 88.40	 -0.00	 0.0	 -0.00	 0.0	 251.67	 251.7
 88.60	 -0.00	 0.0	 -0.00	 0.0	 250.20	 250.2
 88.80	 -0.00	 0.0	 -0.00	 0.0	 248.73	 248.7
 89.00	 -0.00	 0.0	 -0.00	 0.0	 247.25	 247.3
 89.20	 -0.00	 0.0	 -0.00	 0.0	 245.78	 245.8
 89.40	 -0.00	 0.0	 -0.00	 0.0	 244.30	 244.3
 89.60	 -0.00	 0.0	 -0.00	 0.0	 242.81	 242.8
 89.80	 -0.00	 0.0	 -0.00	 0.0	 241.33	 241.3
 90.00	 -0.00	 0.0	 -0.00	 0.0	 239.84	 239.8
 90.20	 -0.00	 0.0	 -0.00	 0.0	 238.35	 238.4
 90.40	 -0.00	 0.0	 -0.00	 0.0	 236.86	 236.9
 90.60	 -0.00	 0.0	 -0.00	 0.0	 235.37	 235.4
 90.80	 -0.00	 0.0	 -0.00	 0.0	 233.88	 233.9
 91.00	 -0.00	 0.0	 -0.00	 0.0	 232.38	 232.4
 91.20	 -0.00	 0.0	 -0.00	 0.0	 230.89	 230.9
 91.40	 -0.00	 0.0	 -0.00	 0.0	 229.39	 229.4
 91.60	 -0.00	 0.0	 -0.00	 0.0	 227.89	 227.9
 91.80	 -0.00	 0.0	 -0.00	 0.0	 226.39	 226.4
 92.00	 -0.00	 0.0	 -0.00	 0.0	 224.89	 224.9
 92.20	 -0.00	 0.0	 -0.00	 0.0	 223.39	 223.4
 92.40	 -0.00	 0.0	 -0.00	 0.0	 221.89	 221.9
 92.60	 -0.00	 0.0	 -0.00	 0.0	 220.39	 220.4
 92.80	 -0.00	 0.0	 -0.00	 0.0	 218.89	 218.9
 93.00	 -0.00	 0.0	 -0.00	 0.0	 217.39	 217.4
 93.20	 -0.00	 0.0	 -0.00	 0.0	 215.89	 215.9
 93.40	 -0.00	 0.0	 -0.00	 0.0	 214.40	 214.4
 93.60	 -0.00	 0.0	 -0.00	 0.0	 212.90	 212.9
 93.80	 -0.00	 0.0	 -0.00	 0.0	 211.40	 211.4
 94.00	 -0.00	 0.0	 -0.00	 0.0	 209.90	 209.9
 94.20	 -0.00	 0.0	 -0.00	 0.0	 208.40	 208.4
 94.40	 -0.00	 0.0	 -0.00	 0.0	 206.91	 206.9
 94.60	 -0.00	 0.0	 -0.00	 0.0	 205.42	 205.4
 94.80	 -0.00	 0.0	 -0.00	 0.0	 203.92	 203.9
 95.00	 -0.00	 0.0	 -0.00	 0.0	 202.43	 202.4
 95.20	 -0.00	 0.0	 -0.00	 0.0	 200.94	 200.9
 95.40	 -0.00	 0.0	 -0.00	 0.0	 199.45	 199.5
 95.60	 -0.00	 0.0	 -0.00	 0.0	 197.97	 198.0
 95.80	 -0.00	 0.0	 -0.00	 0.0	 196.48	 196.5
 96.00	 -0.00	 0.0	 -0.00	 0.0	 195.00	 195.0
 96.20	 -0.00	 0.0	 -0.00	 0.0	 193.52	 193.5
 96.40	 -0.00	 0.0	 -0.00	 0.0	 192.04	 192.0
 96.60	 -0.00	 0.0	 -0.00	 0.0	 190.57	 190.6
 96.80	 -0.00	 0.0	 -0.00	 0.0	 189.09	 189.1
 97.00	 -0.00	 0.0	 -0.00	 0.0	 187.62	 187.6
 97.20	 -0.00	 0.0	 -0.00	 0.0	 186.15	 186.2
 97.40	 -0.00	 0.0	 -0.00	 0.0	 184.69	 184.7
 97.60	 -0.00	 0.0	 -0.00	 0.0	 183.22	 183.2
 97.80	 -0.00	 0.0	 -0.00	 0.0	 181.76	 181.8
 98.00	 -0.00	 0.0	 -0.00	 0.0	 180.31	 180.3
 98.20	 -0.00	 0.0	 -0.00	 0.0	 178.85	 178.9
 98.40	 -0.00	 0.0	 -0.00	 0.0	 177.40	 177.4
 98.60	 -0.00	 0.0	 -0.00	 0.0	 175.96	 176.0
 98.80	 -0.00	 0.0	 -0.00	 0.0	 174.51	 174.5
 99.00	 -0.00	 0.0	 -0.00	 0.0	 173.07	 173.1
 99.20	 -0.00	 0.0	 -0.00	 0.0	 171.64	 171.6
 99.40	 -0.00	 0.0	 -0.00	 0.0	 170.20	 170.2
 99.60	 -0.00	 0.0	 -0.00	 0.0	 168.77	 168.8
 99.80	 -0.00	 0.0	 -0.00	 0.0	 167.35	 167.3
 100.00	 -0.00	 0.0	 -0.00	 0.0	 165.93	 165.9
 100.20	 -0.00	 0.0	 -0.00	 0.0	 164.51	 164.5
 100.40	 -0.00	 0.0	 -0.00	 0.0	 163.09	 163.1
 100.60	 -0.00	 0.0	 -0.00	 0.0	 161.68	 161.7
 100.80	 -0.00	 0.0	 -0.00	 0.0	 160.28	 160.3
 101.00	 -0.00	 0.0	 -0.00	 0.0	 158.88	 158.9
 101.20	 -0.00	 0.0	 -0.00	 0.0	 157.48	 157.5
 101.40	 -0.00	 0.0	 -0.00	 0.0	 156.09	 156.1
 101.60	 -0.00	 0.0	 -0.00	 0.0	 154.70	 154.7
 101.80	 -0.00	 0.0	 -0.00	 0.0	 153.32	 153.3
 102.00	 -0.00	 0.0	 -0.00	 0.0	 151.94	 151.9
 102.20	 -0.00	 0.0	 -0.00	 0.0	 150.57	 150.6
 102.40	 -0.00	 0.0	 -0.00	 0.0	 149.20	 149.2
 102.60	 -0.00	 0.0	 -0.00	 0.0	 147.83	 147.8
 102.80	 -0.00	 0.0	 -0.00	 0.0	 146.47	 146.5
 103.00	 -0.00	 0.0	 -0.00	 0.0	 145.12	 145.1
 103.20	 -0.00	 0.0	 -0.00	 0.0	 143.77	 143.8
 103.40	 -0.00	 0.0	 -0.00	 0.0	 142.42	 142.4
 103.60	 -0.00	 0.0	 -0.00	 0.0	 141.08	 141.1
 103.80	 -0.00	 0.0	 -0.00	 0.0	 139.75	 139.8
 104.00	 -0.00	 0.0	 -0.00	 0.0	 138.42	 138.4
 104.20	 -0.00	 0.0	 -0.00	 0.0	 137.10	 137.1
 104.40	 -0.00	 0.0	 -0.00	 0.0	 135.78	 135.8
 104.60	 -0.00	 0.0	 -0.00	 0.0	 134.47	 134.5
 104.80	 -0.00	 0.0	 -0.00	 0.0	 133.16	 133.2
 105.00	 -0.00	 0.0	 -0.00	 0.0	 131.86	 131.9
 105.20	 -0.00	 0.0	 -0.00	 0.0	 130.56	 130.6
 105.40	 -0.00	 0.0	 -0.00	 0.0	 129.27	 129.3
 105.60	 -0.00	 0.0	 -0.00	 0.0	 127.98	 128.0
 105.80	 -0.00	 0.0	 -0.00	 0.0	 126.70	 126.7
 106.00	 -0.00	 0.0	 -0.00	 0.0	 125.43	 125.4
 106.20	 -0.00	 0.0	 -0.00	 0.0	 124.16	 124.2
 106.40	 -0.00	 0.0	 -0.00	 0.0	 122.90	 122.9
 106.60	 -0.00	 0.0	 -0.00	 0.0	 121.64	 121.6
 106.80	 -0.00	 0.0	 -0.00	 0.0	 120.39	 120.4
 107.00	 -0.00	 0.0	 -0.00	 0.0	 119.14	 119.1
 107.20	 -0.00	 0.0	 -0.00	 0.0	 117.91	 117.9
 107.40	 -0.00	 0.0	 -0.00	 0.0	 116.67	 116.7
 107.60	 -0.00	 0.0	 -0.00	 0.0	 115.45	 115.4
 107.80	 -0.00	 0.0	 -0.00	 0.0	 114.22	 114.2
 108.00	 -0.00	 0.0	 -0.00	 0.0	 113.01	 113.0
 108.20	 -0.00	 0.0	 -0.00	 0.0	 111.80	 111.8
 108.40	 -0.00	 0.0	 -0.00	 0.0	 110.60	 110.6
 108.60	 -0.00	 0.0	 -0.00	 0.0	 109.40	 109.4
 108.80	 -0.00	 0.0	 -0.00	 0.0	 108.21	 108.2
 109.00	 -0.00	 0.0	 -0.00	 0.0	 107.03	 107.0
 109.20	 -0.00	 0.0	 -0.00	 0.0	 105.85	 105.8
 109.40	 -0.00	 0.0	 -0.00	 0.0	 104.68	 104.7
 109.60	 -0.00	 0.0	 -0.00	 0.0	 103.51	 103.5
 109.80	 -0.00	 0.0	 -0.00	 0.0	 102.35	 102.4
 110.00	 -0.00	 0.0	 -0.00	 0.0	 101.20	 101.2
 110.20	 -0.00	 0.0	 -0.00	 0.0	 100.05	 100.1
 110.40	 -0.00	 0.0	 -0.00	 0.0	 98.91	 98.9
 110.60	 -0.00	 0.0	 -0.00	 0.0	 97.78	 97.8
 110.80	 -0.00	 0.0	 -0.00	 0.0	 96.65	 96.7
 111.00	 -0.00	 0.0	 -0.00	 0.0	 95.53	 95.5
 111.20	 -0.00	 0.0	 -0.00	 0.0	 94.42	 94.4
 111.40	 -0.00	 0.0	 -0.00	 0.0	 93.31	 93.3
 111.60	 -0.00	 0.0	 -0.00	 0.0	 92.21	 92.2
 111.80	 -0.00	 0.0	 -0.00	 0.0	 91.11	 91.1
 112.00	 -0.00	 0.0	 -0.00	 0.0	 90.02	 90.0
 112.20	 -0.00	 0.0	 -0.00	 0.0	 88.94	 88.9
 112.40	 -0.00	 0.0	 -0.00	 0.0	 87.87	 87.9
 112.60	 -0.00	 0.0	 -0.00	 0.0	 86.80	 86.8
 112.80	 -0.00	 0.0	 -0.00	 0.0	 85.73	 85.7
 113.00	 -0.00	 0.0	 -0.00	 0.0	 84.68	 84.7
 113.20	 -0.00	 0.0	 -0.00	 0.0	 83.63	 83.6
 113.40	 -0.00	 0.0	 -0.00	 0.0	 82.59	 82.6
 113.60	 -0.00	 0.0	 -0.00	 0.0	 81.55	 81.6
 113.80	 -0.00	 0.0	 -0.00	 0.0	 80.52	 80.5
 114.00	 -0.00	 0.0	 -0.00	 0.0	 79.50	 79.5
 114.20	 -0.00	 0.0	 -0.00	 0.0	 78.48	 78.5
 114.40	 -0.00	 0.0	 -0.00	 0.0	 77.47	 77.5
 114.60	 -0.00	 0.0	 -0.00	 0.0	 76.47	 76.5
 114.80	 -0.00	 0.0	 -0.00	 0.0	 75.47	 75.5
 115.00	 -0.00	 0.0	 -0.00	 0.0	 74.49	 74.5
 115.20	 -0.00	 0.0	 -0.00	 0.0	 73.50	 73.5
 115.40	 -0.00	 0.0	 -0.00	 0.0	 72.53	 72.5
 115.60	 -0.00	 0.0	 -0.00	 0.0	 71.56	 71.6
 115.80	 -0.00	 0.0	 -0.00	 0.0	 70.59	 70.6
 116.00	 -0.00	 0.0	 -0.00	 0.0	 69.64	 69.6
 116.20	 -0.00	 0.0	 -0.00	 0.0	 68.69	 68.7
 116.40	 -0.00	 0.0	 -0.00	 0.0	 67.75	 67.7
 116.60	 -0.00	 0.0	 -0.00	 0.0	 66.81	 66.8
 116.80	 -0.00	 0.0	 -0.00	 0.0	 65.88	 65.9
 117.00	 -0.00	 0.0	 -0.00	 0.0	 64.96	 65.0
 117.20	 -0.00	 0.0	 -0.00	 0.0	 64.04	 64.0
 117.40	 -0.00	 0.0	 -0.00	 0.0	 63.13	 63.1
 117.60	 -0.00	 0.0	 -0.00	 0.0	 62.23	 62.2
 117.80	 -0.00	 0.0	 -0.00	 0.0	 61.33	 61.3
 118.00	 -0.00	 0.0	 -0.00	 0.0	 60.44	 60.4
 118.20	 -0.00	 0.0	 -0.00	 0.0	 59.56	 59.6
 118.40	 -0.00	 0.0	 -0.00	 0.0	 58.68	 58.7
 118.60	 -0.00	 0.0	 -0.00	 0.0	 57.81	 57.8
 118.80	 -0.00	 0.0	 -0.00	 0.0	 56.95	 56.9
 119.00	 -0.00	 0.0	 -0.00	 0.0	 56.09	 56.1
 119.20	 -0.00	 0.0	 -0.00	 0.0	 55.24	 55.2
 119.40	 -0.00	 0.0	 -0.00	 0.0	 54.40	 54.4
 119.60	 -0.00	 0.0	 -0.00	 0.0	 53.56	 53.6
 119.80	 -0.00	 0.0	 -0.00	 0.0	 52.73	 52.7
 120.00	 -0.00	 0.0	 -0.00	 0.0	 51.91	 51.9
 120.20	 -0.00	 0.0	 -0.00	 0.0	 51.09	 51.1
 120.40	 -0.00	 0.0	 -0.00	 0.0	 50.28	 50.3
 120.60	 -0.00	 0.0	 -0.00	 0.0	 49.47	 49.5
 120.80	 -0.00	 0.0	 -0.00	 0.0	 48.68	 48.7
 121.00	 -0.00	 0.0	 -0.00	 0.0	 47.89	 47.9
 121.20	 -0.00	 0.0	 -0.00	 0.0	 47.10	 47.1
 121.40	 -0.00	 0.0	 -0.00	 0.0	 46.32	 46.3
 121.60	 -0.00	 0.0	 -0.00	 0.0	 45.55	 45.6
 121.80	 -0.00	 0.0	 -0.00	 0.0	 44.78	 44.8
 122.00	 -0.00	 0.0	 -0.00	 0.0	 44.03	 44.0
 122.20	 -0.00	 0.0	 -0.00	 0.0	 43.27	 43.3
 122.40	 -0.00	 0.0	 -0.00	 0.0	 42.53	 42.5
 122.60	 -0.00	 0.0	 -0.00	 0.0	 41.79	 41.8
 122.80	 -0.00	 0.0	 -0.00	 0.0	 41.05	 41.1
 123.00	 -0.00	 0.0	 -0.00	 0.0	 40.33	 40.3
 123.20	 -0.00	 0.0	 -0.00	 0.0	 39.61	 39.6
 123.40	 -0.00	 0.0	 -0.00	 0.0	 38.89	 38.9
 123.60	 -0.00	 0.0	 -0.00	 0.0	 38.18	 38.2
 123.80	 -0.00	 0.0	 -0.00	 0.0	 37.48	 37.5
 124.00	 -0.00	 0.0	 -0.00	 0.0	 36.79	 36.8
 124.20	 -0.00	 0.0	 -0.00	 0.0	 36.10	 36.1
 124.40	 -0.00	 0.0	 -0.00	 0.0	 35.41	 35.4
 124.60	 -0.00	 0.0	 -0.00	 0.0	 34.74	 34.7
 124.80	 -0.00	 0.0	 -0.00	 0.0	 34.07	 34.1
 125.00	 -0.00	 0.0	 -0.00	 0.0	 33.40	 33.4
 125.20	 -0.00	 0.0	 -0.00	 0.0	 32.74	 32.7
 125.40	 -0.00	 0.0	 -0.00	 0.0	 32.09	 32.1
 125.60	 -0.00	 0.0	 -0.00	 0.0	 31.44	 31.4
 125.80	 -0.00	 0.0	 -0.00	 0.0	 30.80	 30.8
 126.00	 -0.00	 0.0	 -0.00	 0.0	 30.17	 30.2
 126.20	 -0.00	 0.0	 -0.00	 0.0	 29.54	 29.5
 126.40	 -0.00	 0.0	 -0.00	 0.0	 28.92	 28.9
 126.60	 -0.00	 0.0	 -0.00	 0.0	 28.30	 28.3
 126.80	 -0.00	 0.0	 -0.00	 0.0	 27.69	 27.7
 127.00	 -0.00	 0.0	 -0.00	 0.0	 27.09	 27.1
 127.20	 -0.00	 0.0	 -0.00	 0.0	 26.49	 26.5
 127.40	 -0.00	 0.0	 -0.00	 0.0	 25.90	 25.9
 127.60	 -0.00	 0.0	 -0.00	 0.0	 25.31	 25.3
 127.80	 -0.00	 0.0	 -0.00	 0.0	 24.73	 24.7
 128.00	 -0.00	 0.0	 -0.00	 0.0	 24.16	 24.2
 128.20	 -0.00	 0.0	 -0.00	 0.0	 23.59	 23.6
 128.40	 -0.00	 0.0	 -0.00	 0.0	 23.03	 23.0
 128.60	 -0.00	 0.0	 -0.00	 0.0	 22.47	 22.5
 128.80	 -0.00	 0.0	 -0.00	 0.0	 21.92	 21.9
 129.00	 -0.00	 0.0	 -0.00	 0.0	 21.37	 21.4
 129.20	 -0.00	 0.0	 -0.00	 0.0	 20.83	 20.8
 129.40	 -0.00	 0.0	 -0.00	 0.0	 20.30	 20.3
 129.60	 -0.00	 0.0	 -0.00	 0.0	 19.77	 19.8
 129.80	 -0.00	 0.0	 -0.00	 0.0	 19.25	 19.2
 130.00	 -0.00	 0.0	 -0.00	 0.0	 18.73	 18.7
 130.20	 -0.00	 0.0	 -0.00	 0.0	 18.22	 18.2
 130.40	 -0.00	 0.0	 -0.00	 0.0	 17.71	 17.7
 130.60	 -0.00	 0.0	 -0.00	 0.0	 17.21	 17.2
 130.80	 -0.00	 0.0	 -0.00	 0.0	 16.72	 16.7
 131.00	 -0.00	 0.0	 -0.00	 0.0	 16.23	 16.2
 131.20	 -0.00	 0.0	 -0.00	 0.0	 15.74	 15.7
 131.40	 -0.00	 0.0	 -0.00	 0.0	 15.26	 15.3
 131.60	 -0.00	 0.0	 -0.00	 0.0	 14.79	 14.8
 131.80	 -0.00	 0.0	 -0.00	 0.0	 14.32	 14.3
 132.00	 -0.00	 0.0	 -0.00	 0.0	 13.86	 13.9
 132.20	 -0.00	 0.0	 -0.00	 0.0	 13.40	 13.4
 132.40	 -0.00	 0.0	 -0.00	 0.0	 12.95	 12.9
 132.60	 -0.00	 0.0	 -0.00	 0.0	 12.50	 12.5
 132.80	 -0.00	 0.0	 -0.00	 0.0	 12.06	 12.1
 133.00	 -0.00	 0.0	 -0.00	 0.0	 11.62	 11.6
 133.20	 -0.00	 0.0	 -0.00	 0.0	 11.19	 11.2
 133.40	 -0.00	 0.0	 -0.00	 0.0	 10.77	 10.8
 133.60	 -0.00	 0.0	 -0.00	 0.0	 10.34	 10.3
 133.80	 -0.00	 0.0	 -0.00	 0.0	 9.93	 9.9
 134.00	 -0.00	 0.0	 -0.00	 0.0	 9.52	 9.5
 134.20	 -0.00	 0.0	 -0.00	 0.0	 9.11	 9.1
 134.40	 -0.00	 0.0	 -0.00	 0.0	 8.71	 8.7
 134.60	 -0.00	 0.0	 -0.00	 0.0	 8.32	 8.3
 134.80	 -0.00	 0.0	 -0.00	 0.0	 7.93	 7.9
 135.00	 -0.00	 0.0	 -0.00	 0.0	 7.54	 7.5
 135.20	 -0.00	 0.0	 -0.00	 0.0	 7.16	 7.2
 135.40	 -0.00	 0.0	 -0.00	 0.0	 6.78	 6.8
 135.60	 -0.00	 0.0	 -0.00	 0.0	 6.41	 6.4
 135.80	 -0.00	 0.0	 -0.00	 0.0	 6.05	 6.0
 136.00	 -0.00	 0.0	 -0.00	 0.0	 5.68	 5.7
 136.20	 -0.00	 0.0	 -0.00	 0.0	 5.33	 5.3
 136.40	 -0.00	 0.0	 -0.00	 0.0	 4.97	 5.0
 136.60	 -0.00	 0.0	 -0.00	 0.0	 4.63	 4.6
 136.80	 -0.00	 0.0	 -0.00	 0.0	 4.28	 4.3
 137.00	 -0.00	 0.0	 -0.00	 0.0	 3.95	 3.9
 137.20	 -0.00	 0.0	 -0.00	 0.0	 3.61	 3.6
 137.40	 -0.00	 0.0	 -0.00	 0.0	 3.28	 3.3
 137.60	 -0.00	 0.0	 -0.00	 0.0	 2.96	 3.0
 137.80	 -0.00	 0.0	 -0.00	 0.0	 2.64	 2.6
 138.00	 -0.00	 0.0	 -0.00	 0.0	 2.33	 2.3
 138.20	 -0.00	 0.0	 -0.00	 0.0	 2.01	 2.0
 138.40	 -0.00	 0.0	 -0.00	 0.0	 1.71	 1.7
 138.60	 -0.00	 0.0	 -0.00	 0.0	 1.41	 1.4
 138.80	 -0.00	 0.0	 -0.00	 0.0	 1.11	 1.1
 139.00	 -0.00	 0.0	 -0.00	 0.0	 0.82	 0.8
 139.20	 -0.00	 0.0	 -0.00	 0.0	 0.53	 0.5
 139.40	 -0.00	 0.0	 -0.00	 0.0	 0.24	 0.2
 139.60	 -0.00	 0.0	 -0.00	 0.0	 -0.04	 -0.0
 139.80	 -0.00	 0.0	 -0.00	 0.0	 -0.31	 -0.3
 140.00	 -0.00	 0.0	 -0.00	 0.0	 -0.58	 -0.6
 140.20	 -0.00	 0.0	 -0.00	 0.0	 -0.85	 -0.9
 140.40	 -0.00	 0.0	 -0.00	 0.0	 -1.12	 -1.1
 140.60	 -0.00	 0.0	 -0.00	 0.0	 -1.37	 -1.4
 140.80	 -0.00	 0.0	 -0.00	 0.0	 -1.63	 -1.6
 141.00	 -0.00	 0.0	 -0.00	 0.0	 -1.88	 -1.9
 141.20	 -0.00	 0.0	 -0.00	 0.0	 -2.13	 -2.1
 141.40	 -0.00	 0.0	 -0.00	 0.0	 -2.37	 -2.4
 141.60	 -0.00	 0.0	 -0.00	 0.0	 -2.61	 -2.6
 141.80	 -0.00	 0.0	 -0.00	 0.0	 -2.84	 -2.8
 142.00	 -0.00	 0.0	 -0.00	 0.0	 -3.08	 -3.1
 142.20	 -0.00	 0.0	 -0.00	 0.0	 -3.30	 -3.3
 142.40	 -0.00	 0.0	 -0.00	 0.0	 -3.53	 -3.5
 142.60	 -0.00	 0.0	 -0.00	 0.0	 -3.74	 -3.7
 142.80	 -0.00	 0.0	 -0.00	 0.0	 -3.96	 -4.0
 143.00	 -0.00	 0.0	 -0.00	 0.0	 -4.17	 -4.2
 143.20	 -0.00	 0.0	 -0.00	 0.0	 -4.38	 -4.4
 143.40	 -0.00	 0.0	 -0.00	 0.0	 -4.58	 -4.6
 143.60	 -0.00	 0.0	 -0.00	 0.0	 -4.78	 -4.8
 143.80	 -0.00	 0.0	 -0.00	 0.0	 -4.98	 -5.0
 144.00	 -0.00	 0.0	 -0.00	 0.0	 -5.17	 -5.2
 144.20	 -0.00	 0.0	 -0.00	 0.0	 -5.36	 -5.4
 144.40	 -0.00	 0.0	 -0.00	 0.0	 -5.55	 -5.6
